filename,genre,mfcc_1_mean,mfcc_1_stddev,mfcc_1_var,mfcc_1_min,mfcc_1_max,mfcc_2_mean,mfcc_2_stddev,mfcc_2_var,mfcc_2_min,mfcc_2_max,mfcc_3_mean,mfcc_3_stddev,mfcc_3_var,mfcc_3_min,mfcc_3_max,mfcc_4_mean,mfcc_4_stddev,mfcc_4_var,mfcc_4_min,mfcc_4_max,mfcc_5_mean,mfcc_5_stddev,mfcc_5_var,mfcc_5_min,mfcc_5_max,mfcc_6_mean,mfcc_6_stddev,mfcc_6_var,mfcc_6_min,mfcc_6_max,mfcc_7_mean,mfcc_7_stddev,mfcc_7_var,mfcc_7_min,mfcc_7_max,mfcc_8_mean,mfcc_8_stddev,mfcc_8_var,mfcc_8_min,mfcc_8_max,mfcc_9_mean,mfcc_9_stddev,mfcc_9_var,mfcc_9_min,mfcc_9_max,mfcc_10_mean,mfcc_10_stddev,mfcc_10_var,mfcc_10_min,mfcc_10_max,mfcc_11_mean,mfcc_11_stddev,mfcc_11_var,mfcc_11_min,mfcc_11_max,mfcc_12_mean,mfcc_12_stddev,mfcc_12_var,mfcc_12_min,mfcc_12_max,mfcc_13_mean,mfcc_13_stddev,mfcc_13_var,mfcc_13_min,mfcc_13_max
blues.00084.wav,blues,-111.513824,65.47505,4286.983,-396.03555,-4.6520777,113.811325,22.485218,505.585,9.808933,162.87784,-31.18138,14.254079,203.17877,-79.71013,20.122528,37.686565,10.28276,105.73514,0.48878622,69.722916,-6.154977,12.915335,166.80588,-46.14662,28.577297,22.833237,8.7945175,77.34354,-6.4703465,48.811382,-18.465363,9.388989,88.15312,-46.549255,24.125145,23.386677,8.937357,79.87635,-22.12613,45.99585,-10.496092,7.922684,62.76893,-37.511185,14.9061985,13.353026,7.5066967,56.350494,-12.180899,39.922817,-13.600859,8.136192,66.197624,-45.528534,11.676773,13.328258,7.532406,56.73714,-15.489908,34.073647,-10.362808,7.9798956,63.678734,-40.011806,13.767096
blues.00090.wav,blues,-249.93344,69.41872,4818.9585,-469.46918,-84.29181,121.30462,38.483677,1480.9933,-50.21734,205.51392,11.973424,26.92995,725.2223,-59.477448,99.782005,54.523056,18.661724,348.25998,7.4509487,127.375496,8.223021,18.60748,346.23825,-52.110527,59.555283,28.09691,13.810403,190.72722,-19.983868,75.69832,-8.240078,14.22657,202.3953,-49.860413,29.081116,20.471724,11.227953,126.066925,-9.337279,54.367924,-14.243068,13.063395,170.65228,-53.9507,26.837452,5.9685183,11.023369,121.514656,-25.343987,46.35508,-5.162197,11.339282,128.57932,-50.21859,25.54461,1.374484,12.034739,144.83493,-36.481953,35.06874,-5.2144284,10.139393,102.80729,-34.37252,27.366863
blues.00047.wav,blues,-219.71738,33.564495,1126.5754,-316.3949,-94.43723,96.882744,15.298474,234.0433,40.818558,139.4556,9.411599,14.028462,196.79774,-39.516243,53.358475,72.65089,10.71102,114.72595,23.716457,102.58701,-6.745864,10.796232,116.558624,-40.08076,26.060598,36.99832,7.0376186,49.528076,7.5222187,63.10465,-8.803829,8.088801,65.4287,-42.469875,24.658876,18.525787,9.153323,83.783325,-7.3877254,45.464806,-19.964653,8.077948,65.253235,-47.66549,3.5388846,0.4200328,8.612087,74.168045,-32.415707,29.810665,-21.642445,7.0823665,50.159916,-45.663452,3.064924,5.4526844,6.697962,44.862694,-15.938842,22.465961,-6.898982,7.3611913,54.187138,-32.09179,19.98646
blues.00053.wav,blues,-150.3176,55.321396,3060.457,-341.72314,-18.2328,107.15635,22.276367,496.2365,31.703472,167.13625,-41.799587,20.488018,419.75888,-95.78456,18.99437,61.42949,20.344694,413.90656,-7.8095465,103.823944,-8.640195,14.891646,221.76112,-64.66704,40.39765,20.570978,11.775058,138.65198,-12.785899,54.098495,-12.780159,13.666216,186.76546,-62.843674,25.334896,18.122625,12.965049,168.09248,-18.842049,52.752907,-11.119262,8.457953,71.53698,-38.40824,15.865131,14.451203,9.5507555,91.216934,-17.374475,39.08407,-5.8396063,9.042612,81.76884,-36.239677,17.94272,12.41518,8.951688,80.13272,-15.8458395,37.15451,-9.40298,8.2930355,68.774445,-33.886337,19.918545
blues.00052.wav,blues,-296.2505,87.16725,7598.13,-479.53076,-27.111406,121.845215,27.41713,751.699,42.963783,199.92435,-11.373663,30.03148,901.8899,-93.18559,67.72142,64.78311,13.712951,188.04501,22.530636,107.837074,14.815004,18.5563,344.33624,-53.360107,62.34819,18.79773,16.764242,281.03983,-27.378119,61.214256,11.826915,14.469974,209.38013,-38.04402,51.657524,9.516593,11.463259,131.4063,-23.313206,39.840935,-1.5580137,10.603749,112.43951,-38.272503,35.611137,11.728869,8.787142,77.21387,-16.917244,38.554325,2.0717824,8.4512615,71.42383,-25.46371,25.843727,2.6695242,8.65328,74.879265,-26.665108,28.783005,-7.4313145,8.240717,67.90941,-40.35782,16.604046
blues.00046.wav,blues,-253.6205,48.243263,2327.4124,-411.70834,-111.432686,93.629005,22.736603,516.9531,22.827654,150.98923,16.990667,17.205427,296.02673,-56.11878,61.03556,67.686356,13.44675,180.81508,-1.1288314,99.75022,4.0037646,11.310956,127.93773,-37.366474,33.809303,38.28359,8.884319,78.93113,4.7479563,62.36548,-7.9097424,12.587472,158.44444,-67.00919,24.888535,23.761202,9.16113,83.92631,-27.149971,44.609306,-13.071832,8.304148,68.95886,-42.489235,12.174866,4.63047,8.393017,70.44273,-19.897999,38.3778,-15.691153,7.532322,56.735874,-37.934948,11.024251,5.6728206,7.3385005,53.85359,-22.723999,27.499456,-4.3273993,7.604543,57.82908,-32.880836,15.003794
blues.00091.wav,blues,-308.70203,87.35077,7630.1562,-501.31384,-41.645447,166.58711,33.7907,1141.8113,34.883865,253.638,3.1707206,26.664442,710.99243,-62.211994,96.3969,27.010874,12.140394,147.38916,-18.461435,62.28822,12.66153,19.287146,371.994,-36.71014,69.43561,20.474548,10.381116,107.76757,-12.798489,56.0997,2.7663312,9.740527,94.87787,-26.602837,34.428307,14.356357,10.6454315,113.32521,-18.929123,47.289093,2.0629253,10.399277,108.144966,-29.753187,37.503845,10.619833,9.769156,95.436424,-17.292316,41.15287,-2.3869355,10.143633,102.893295,-35.93438,24.430061,6.206352,8.314109,69.124405,-21.498766,31.650017,-1.41035,8.417813,70.85958,-30.313438,27.292233
blues.00085.wav,blues,-249.14821,69.073166,4771.102,-455.7487,-79.78828,136.3049,36.018642,1297.3427,12.574411,217.59402,3.740893,24.818357,615.95087,-51.77021,79.29901,43.110558,16.488163,271.8595,1.9543705,101.386116,15.148712,14.247808,203.00005,-38.48569,57.672874,25.320086,17.957424,322.46912,-31.175835,69.35849,-4.1857495,14.960904,223.82864,-51.825455,37.652237,11.741038,10.900275,118.816,-19.772484,49.618626,-12.84544,12.988643,168.70485,-48.715286,24.160881,-1.4984003,10.874187,118.24795,-35.608177,29.4431,-6.713995,11.57207,133.9128,-43.38085,30.864723,3.4051876,11.265468,126.91077,-28.089497,40.519073,2.3538618,9.893573,97.88279,-28.508059,32.57133
blues.00081.wav,blues,-97.19503,68.722084,4722.7246,-410.43716,-2.1360312,109.19481,20.916296,437.49146,14.076586,178.4401,-45.385258,14.853384,220.62302,-102.99915,-4.105548,39.936268,16.182825,261.88382,-17.393127,81.418365,-21.32148,9.397622,88.3153,-49.145576,9.471966,24.535265,8.215952,67.50187,1.7942483,50.34634,-18.28136,9.650812,93.13817,-42.386574,13.430862,14.968771,9.273099,85.99037,-19.151592,40.074886,-14.7261095,8.544427,73.007225,-47.98533,9.8246,11.5637865,8.627021,74.42548,-21.358772,36.169006,-15.247962,7.687098,59.091476,-40.26896,7.683428,14.094351,9.110169,82.99519,-23.735867,44.863724,-13.095041,7.4771442,55.90769,-33.724606,15.641676
blues.00095.wav,blues,-200.05186,49.60434,2460.5906,-357.04584,-69.9371,144.43306,31.788334,1010.4982,3.6188617,212.86691,1.7796806,24.03388,577.62744,-61.709915,84.57574,39.141205,13.992578,195.79222,-3.5209172,87.76565,-5.189295,16.927494,286.54007,-48.807865,46.279167,19.395836,12.923448,167.0155,-12.809221,68.492935,-9.809588,11.556847,133.56071,-51.151558,31.964588,27.916027,12.301744,151.33292,-6.2054663,66.99319,-14.658659,11.297534,127.63428,-55.22441,25.737389,7.481375,10.888247,118.55391,-26.254612,42.126053,0.33237454,9.476223,89.798805,-33.635483,24.002346,1.7221495,12.8196745,164.34406,-37.656174,34.684006,-5.078829,8.605864,74.06088,-38.881832,21.265493
blues.00042.wav,blues,-229.44368,48.2213,2325.2935,-383.1714,-85.796455,72.20125,16.351606,267.37506,28.685211,138.56482,-1.2111307,23.36836,546.08026,-56.519142,72.08345,77.50542,11.232142,126.16103,35.684048,109.894806,6.1589484,11.448076,131.05846,-32.11076,44.250675,45.692806,7.371638,54.34104,22.633125,67.856224,-3.6159787,8.400964,70.576195,-32.400913,20.123901,32.144485,7.571723,57.33099,9.761354,56.367775,-8.375093,9.024126,81.434845,-38.527145,21.860647,7.895202,8.896072,79.14011,-25.076584,32.6895,-20.84779,9.51423,90.52056,-48.962643,6.9170284,9.134636,7.130099,50.83831,-13.677717,32.84345,-1.4917498,9.950529,99.01303,-28.319027,37.573036
blues.00056.wav,blues,-214.36514,66.45038,4415.653,-382.16586,-6.3280964,108.54535,24.266943,588.8845,40.114937,178.95988,-9.334848,19.932476,397.30362,-78.19878,44.260567,58.065617,17.049713,290.6927,4.294281,97.06409,3.4600592,17.08744,291.98065,-54.988495,55.150635,26.931923,15.002557,225.0767,-15.066389,73.71004,-3.8042562,14.647759,214.55687,-42.76158,41.426205,16.851738,11.410266,130.19417,-20.513218,63.449913,-7.9957767,9.699269,94.07583,-38.786148,27.98478,14.965568,9.553044,91.26065,-21.451324,40.791477,-7.391753,7.727911,59.72061,-33.25537,17.37172,6.428668,11.245444,126.460014,-25.707516,44.688927,-10.498231,7.845594,61.55334,-34.631683,14.2557125
blues.00057.wav,blues,-166.82553,57.436222,3298.9197,-370.98334,-0.6377538,117.1612,23.991758,575.60443,22.438408,176.89381,-32.74311,21.142498,447.00522,-99.64301,25.996239,58.56993,18.633898,347.22214,-11.395769,98.92656,3.2003667,17.84939,318.60074,-57.872147,53.894073,26.568615,13.510856,182.54321,-42.340187,62.73471,-13.746965,12.753113,162.64188,-56.827217,25.595423,22.10152,11.460492,131.34288,-17.480017,54.073578,-7.312201,9.021701,81.39108,-34.97352,23.990307,11.134521,11.060148,122.32688,-58.363625,44.000454,-5.1439714,9.643602,92.99907,-35.198906,23.903309,6.943209,9.12225,83.21545,-19.05828,42.16169,-9.865203,8.332079,69.423546,-40.197136,18.946583
blues.00043.wav,blues,-181.82553,48.211243,2324.324,-301.93115,-57.907757,102.63264,16.506834,272.47556,52.322292,146.5404,-6.6780367,20.139336,405.59286,-76.51225,29.707392,47.932827,9.780567,95.659485,11.538895,97.68732,-5.8113036,10.460551,109.42314,-35.709267,27.975662,40.24886,10.414628,108.46447,11.638476,72.311386,-8.192414,10.157573,103.176285,-40.535957,33.193222,30.429306,7.120656,50.703743,-2.2997828,51.935524,-15.872788,8.2848215,68.63827,-39.97558,12.585804,13.677148,11.237861,126.289505,-8.704181,51.85173,-23.665628,7.182651,51.590477,-46.10129,0.81108916,6.709714,8.600811,73.97395,-20.90488,43.41603,-8.508566,7.2654786,52.787178,-34.79784,15.743322
blues.00094.wav,blues,-273.9465,82.20517,6757.69,-451.0754,-110.06182,131.74277,34.34555,1179.6168,7.116556,212.79666,13.936036,28.413906,807.3501,-70.93638,95.58205,43.098183,15.876785,252.07231,-10.694725,104.33084,13.297662,15.802777,249.72777,-46.259987,60.9274,19.713938,16.691193,278.5959,-28.30796,73.99257,2.0137444,12.108819,146.62349,-41.309967,37.31781,14.002761,9.591508,91.997025,-11.531757,45.455853,-2.466734,9.402238,88.402084,-37.05694,30.84066,5.443774,8.395733,70.488335,-21.11079,32.027954,-2.42744,10.712219,114.75164,-48.894646,28.989214,4.694691,8.498091,72.217545,-23.81808,35.050316,-0.31273717,9.48014,89.87305,-28.607206,27.584518
blues.00080.wav,blues,-126.739586,51.273262,2628.9473,-341.72583,-16.883482,121.45258,21.649725,468.71057,46.95124,186.68549,-32.591232,16.802654,282.32916,-88.21799,26.007019,36.99411,14.431062,208.25555,-14.006215,74.207985,-15.153107,13.337953,177.90099,-70.27817,36.425774,22.254684,11.608406,134.75508,-13.414337,52.564575,-14.115935,15.201144,231.07478,-66.328064,29.964699,17.979378,10.534395,110.97349,-14.575054,50.56414,-8.921417,11.937217,142.49715,-41.202377,30.16125,11.1810875,9.590581,91.97925,-20.104546,42.014633,-11.419929,9.621855,92.58009,-39.23307,17.434593,11.109572,8.41687,70.843704,-21.652317,37.20789,-6.1119046,9.26871,85.90898,-32.257973,26.283209
blues.00096.wav,blues,-379.90054,71.08084,5052.486,-517.17316,-149.16905,147.28288,26.615702,708.39557,-8.711636,207.46251,15.777048,23.880362,570.27167,-77.27167,80.70313,28.522827,22.956537,527.0026,-16.238049,106.77586,-8.362399,16.767395,281.1455,-66.709656,31.40136,12.956208,15.702469,246.56752,-24.457851,64.02092,-2.636626,13.283516,176.4518,-46.81939,32.61859,6.0059237,11.399818,129.95586,-23.236496,41.00002,-5.8284307,12.134252,147.24007,-49.06366,29.254362,1.8011026,10.05303,101.063416,-30.900814,35.06839,-11.650437,12.396555,153.67458,-41.672604,34.82152,0.8968001,12.597539,158.69798,-30.460176,37.479332,-11.472981,9.542077,91.05123,-42.125202,19.73418
blues.00082.wav,blues,-100.62714,39.380848,1550.8511,-302.85382,-5.157249,112.14596,17.61798,310.39322,40.205177,168.42407,-23.74023,17.632591,310.90826,-88.1062,36.422607,38.129284,12.960682,167.97928,-20.37959,76.72586,-17.876703,15.171619,230.17802,-68.28148,27.872099,21.00874,10.839097,117.48603,-15.947197,48.16681,-24.5313,10.938105,119.642136,-63.172607,2.671751,22.389353,9.085864,82.55292,-9.446787,50.279343,-16.930874,9.977876,99.55801,-49.88595,16.17915,14.144541,10.303917,106.1707,-17.858788,48.74433,-11.660557,9.141599,83.568825,-41.084206,21.921848,4.958782,9.244339,85.4578,-25.574911,31.275919,-6.82506,9.081977,82.48231,-34.36267,24.475325
blues.00069.wav,blues,-191.39519,34.97646,1223.3527,-317.564,-97.131996,99.29131,20.909664,437.21408,38.896797,156.05002,-17.827105,17.237427,297.1289,-62.600063,39.980072,48.76045,11.7276535,137.53786,8.215509,84.97462,-39.209248,14.441109,208.54562,-85.408554,0.12359485,24.478592,10.715216,114.81586,-3.3463535,61.252106,-33.714626,11.806533,139.39421,-81.74501,-1.1655033,7.7954626,10.63006,112.99818,-27.471926,42.485466,-18.256338,8.795237,77.35619,-44.12316,9.231073,6.3286176,9.224228,85.08638,-28.68145,33.9161,-19.882154,7.31173,53.461395,-40.619415,6.1124964,6.8693943,8.699578,75.68266,-16.847027,32.634422,-19.559902,10.106378,102.13886,-51.622192,10.9510355
blues.00055.wav,blues,-171.50372,59.065575,3488.7422,-383.71408,-36.07132,105.05288,19.863798,394.57047,48.37199,185.22025,-33.458923,19.596237,384.01248,-99.722916,17.496532,60.37331,17.141947,293.84634,-7.398181,109.7616,-2.0549092,13.356566,178.39787,-46.726315,41.85357,21.494139,12.129893,147.13431,-14.616331,61.391144,-7.484389,11.078652,122.73654,-47.06301,27.417757,18.211681,11.105613,123.33464,-12.569477,61.88702,-10.950021,8.1099415,65.77115,-36.76334,14.720672,16.706497,11.170244,124.77436,-31.934202,46.37,-4.6664557,8.511258,72.44151,-32.022224,27.034678,11.534518,8.998207,80.967735,-12.804132,44.606956,-9.8087635,8.443047,71.285034,-34.349895,14.304345
blues.00041.wav,blues,-178.20981,38.174118,1457.2632,-302.16415,-74.92994,90.32967,20.571922,423.20395,-2.47366,131.31952,-1.8953655,18.792566,353.16058,-53.32779,57.053688,55.425716,11.7858095,138.9053,16.50879,89.385475,-7.1449513,11.032297,121.71157,-36.82248,26.078682,38.206787,8.926236,79.6777,6.259056,62.38508,-5.962779,10.263199,105.33325,-37.1687,28.964901,28.421658,10.078996,101.58616,-13.645403,58.01574,-19.180492,8.301172,68.90946,-43.10107,1.7760297,13.176079,12.041277,144.99236,-17.507906,53.355385,-18.0944,9.111143,83.01293,-48.02748,13.970867,12.030347,7.9737353,63.580456,-13.217095,46.327656,-3.7428505,8.374915,70.1392,-29.803165,27.846348
blues.00040.wav,blues,-183.07611,38.994587,1520.5779,-295.47562,-94.4702,92.77554,16.695282,278.73245,35.69616,139.26286,-0.8842005,15.894262,252.62756,-50.940704,62.233208,73.78891,11.564346,133.73412,13.61647,112.12912,-11.375899,11.852839,140.4898,-44.867775,21.911312,38.520092,8.91385,79.456726,12.18293,63.99106,-12.96062,9.852319,97.06819,-44.213078,17.301802,20.414265,7.847231,61.579033,-4.320679,45.509003,-16.247305,7.695399,59.219166,-41.323227,7.430682,12.475418,10.518719,110.64344,-17.792847,43.553158,-20.816887,7.207644,51.950134,-42.75325,1.7304534,5.7085195,7.826065,61.24729,-17.016815,35.858147,-7.461182,7.6161113,58.005154,-32.666832,16.261568
blues.00054.wav,blues,-131.6996,43.1745,1864.0375,-264.0853,-17.548702,109.609825,22.604305,510.95465,9.277243,176.25937,-34.314774,18.147186,329.32037,-97.87416,18.17267,64.480644,12.718001,161.74756,15.076683,101.948586,2.1296575,13.975367,195.31087,-40.431187,43.12387,26.036968,10.030973,100.62043,-12.546532,60.77033,-17.15657,12.858121,165.33128,-54.879498,23.36116,19.693373,8.643902,74.71703,-8.802595,48.948387,-9.241032,8.334747,69.46801,-35.854294,22.140976,17.678041,8.662995,75.047485,-22.51245,46.010513,-5.8981338,8.605986,74.062996,-27.962078,31.736534,13.154007,8.725844,76.140366,-13.143921,48.566612,-11.380518,7.343196,53.922527,-31.504562,9.3882675
blues.00068.wav,blues,-184.6798,41.974255,1761.8381,-302.67114,-89.24599,90.78748,18.744633,351.36127,28.970654,146.74359,-7.7218347,15.992971,255.77513,-55.61286,39.260853,49.944405,12.585479,158.39429,0.091631174,78.13277,-35.2182,11.959134,143.02089,-71.040436,-2.200576,15.691298,9.591171,91.99057,-16.718414,49.620705,-18.416447,9.598277,92.12693,-46.837257,8.76683,14.844958,8.842502,78.18983,-11.339859,41.248413,-10.811946,8.13202,66.129745,-39.584793,12.377333,16.096956,8.4720745,71.77604,-13.19836,41.250866,-14.575789,9.3917,88.20402,-44.401604,14.285375,9.307084,8.858541,78.47373,-20.208092,38.106106,-18.324968,6.87465,47.260815,-41.30748,2.6508563
blues.00083.wav,blues,-93.48538,35.92759,1290.7916,-214.76772,-15.232073,99.765656,14.128689,199.61986,54.89721,136.15823,-22.986475,14.802414,219.11147,-67.63396,25.777193,48.97107,8.792082,77.300705,17.63932,75.40489,-15.142767,8.236557,67.84087,-40.792763,16.016281,29.186552,9.12379,83.24354,-7.023206,55.013535,-16.971033,8.448248,71.372894,-46.09639,4.3760796,27.278015,6.968049,48.553707,2.2033956,47.158165,-9.793737,8.397006,70.50971,-33.47548,13.011227,14.842689,7.4298487,55.20265,-17.61107,39.247883,-7.2692003,7.158193,51.239727,-29.194473,18.764229,12.435022,7.2142467,52.045357,-10.360104,45.32492,-8.922946,8.635798,74.57701,-35.181442,24.438599
